id	label	x	y	cluster	weight<No. of pubs>	weight<No. of cits>
1618	Advances in Mechanical Engineering	0.772	-0.4364	5	2884	1255
1619	Journal of money credit and banking	-0.4594	-0.6604	1	2881	16972
1620	Complex Variables and Elliptic Equations	0.6718	-0.6057	5	2880	3765
1621	Journal of Medical Systems	-0.0507	-0.2746	5	2880	9030
1622	Nature Geoscience	0.6828	-0.0285	3	2879	39861
1623	American Journal of Health Promotion	-0.5988	-0.2614	1	2878	17775
1624	EURASIP Journal on Wireless Communications and Networking	0.4653	-0.5541	5	2878	2899
1625	Semigroup Forum	0.6703	-0.6078	5	2875	4121
1626	Journal of Animal Physiology and Animal Nutrition	0.307	0.4916	3	2872	6174
1627	Monatshefte für Mathematik	0.6708	-0.6068	5	2872	3611
1628	Development Growth & Differentiation	0.1	0.6694	6	2869	9758
1629	Macromolecular Materials and Engineering	1.2003	0.1222	4	2868	13548
1630	animal	0.3082	0.492	3	2867	7804
1631	Springer Theses	1.3735	-0.2827	7	2866	349
1633	Journal of Pineal Research	-0.1282	0.5421	2	2857	29900
1634	Journal of Biosciences	0.4117	0.4837	3	2856	8709
1635	Vehicle System Dynamics	0.7735	-0.4371	5	2856	10524
1636	Proceedings of the Institution of Mechanical Engineers Part D Journal of Automobile Engineering	0.7737	-0.4368	5	2856	6389
1639	Veterinary Radiology & Ultrasound	0.2005	0.5233	3	2850	8881
1640	Journal of Toxicology and Environmental Health Part A	-0.0097	0.4619	2	2849	17600
1641	Journal of the Australian Mathematical Society	0.6702	-0.6076	5	2849	3501
1642	Ecology Letters	0.5723	0.2622	3	2848	115313
1643	Parasite Immunology	0.2111	0.5017	3	2848	13905
1644	Change The Magazine of Higher Learning	-0.6726	-0.5459	1	2843	6065
1645	Investigational New Drugs	-0.2226	0.6796	2	2841	12549
1646	Inflammation	-0.1896	0.6254	2	2840	9392
1647	International Journal of Audiology	-0.5305	0.3831	2	2837	14092
1650	Industrial and Commercial Training	-0.5679	-0.659	1	2835	2807
1651	Flavour and Fragrance Journal	0.569	0.4699	3	2835	11462
1652	Journal of NeuroInterventional Surgery	-0.4064	0.4962	2	2834	3659
1653	Applied Cognitive Psychology	-0.7031	-0.4229	1	2833	18761
1655	Sociological Review	-0.574	-0.5519	1	2829	17132
1657	Laser and Particle Beams	1.6225	-0.3478	7	2828	10056
1658	Teaching Exceptional Children	-0.7144	-0.4761	1	2827	5792
1659	Strahlentherapie und Onkologie	-0.3603	0.5882	2	2825	9695
1660	European Journal of Orthopaedic Surgery & Traumatology	-0.4288	0.5033	2	2823	1770
1664	The Journal of Modern African Studies	-0.5207	-0.582	1	2820	5584
1666	International Journal of Legal Medicine	-0.2642	0.3389	2	2819	11421
1671	Behaviour	0.514	0.2628	3	2817	19494
1672	Botanica Marina	0.6064	0.3007	3	2815	9696
1673	Journal of International Development	-0.5099	-0.5955	1	2815	8339
1674	Acta Clinica Belgica	-0.3402	0.5071	2	2815	2654
1675	Ecological Entomology	0.5527	0.3385	3	2813	22216
1676	Journal of Molecular Medicine	-0.1814	0.6719	2	2812	26444
1677	Heteroatom Chemistry	1.2865	0.3221	4	2812	6353
1678	Political Research Quarterly	-0.545	-0.5945	1	2810	13592
1679	Journal of Chemotherapy	-0.2687	0.5385	2	2809	5740
1680	Cellulose	1.1675	0.1319	4	2808	19744
1682	Journal of Youth and Adolescence	-0.661	-0.4162	1	2807	36822
1683	Wound Repair and Regeneration	-0.2805	0.5774	2	2806	17453
1684	Journal of Evaluation in Clinical Practice	-0.574	-0.1635	1	2805	13025
1685	Construction Management and Economics	-0.4821	-0.6792	1	2805	15177
1686	Archives of Insect Biochemistry and Physiology	0.542	0.3611	3	2804	8770
1687	Journal of Mathematical Chemistry	0.7518	-0.4888	5	2801	8384
1688	Higher Education	-0.6744	-0.5477	1	2801	22712
1690	Numerical Heat Transfer Part A Applications	0.818	-0.4371	5	2790	13132
1692	Cellular and Molecular Neurobiology	-0.1631	0.5722	2	2790	13815
1694	Agroforestry Systems	0.5704	0.3139	3	2788	12103
1695	Biogeochemistry	0.6224	0.2156	3	2783	35245
1697	Qualitative Health Research	-0.6123	-0.2854	1	2780	35658
1698	Issues in Mental Health Nursing	-0.6311	-0.2761	1	2779	10719
1700	The Electronic Library	-0.543	-0.7154	1	2777	3940
1702	International Journal of Technology Assessment in Health Care	-0.5194	-0.0607	2	2774	10799
1703	International Journal of Science Education	-0.6987	-0.5396	1	2774	27806
1704	International Journal of Tropical Insect Science	0.5536	0.3524	3	2774	1058
1705	Expert Opinion on Biological Therapy	-0.2026	0.7062	2	2774	14658
1707	Chronobiology International	-0.2209	0.2728	2	2769	23394
1708	Public Health Reports	-0.5742	-0.2161	1	2768	8830
1709	Journal of Macromolecular Science Part B	1.2027	0.1241	4	2768	7911
1710	International Journal of Urban and Regional Research	-0.5045	-0.5811	1	2768	25279
1711	JCMS Journal of Common Market Studies	-0.5379	-0.5956	1	2763	14529
1712	Applied Occupational and Environmental Hygiene	-0.0368	0.309	2	2763	4717
1713	Journal of Environmental Science and Health Part B	0.5965	0.3562	3	2762	7527
1714	Clinical Pharmacokinetics	-0.2174	0.4877	2	2762	35423
1715	Glycoconjugate Journal	0.1951	0.7145	6	2759	12149
1716	Arabian Journal for Science and Engineering	0.752	-0.3656	5	2759	3042
1717	Contemporary Physics	1.4536	-0.3377	7	2758	7897
1718	New Zealand Veterinary Journal	0.208	0.5203	3	2756	9686
1719	Papers of the Regional Science Association	-0.4623	-0.636	1	2755	8557
1720	The Journal of Supercomputing	0.4636	-0.5545	5	2753	3932
1721	Cardiovascular Drugs and Therapy	-0.3295	0.4892	2	2752	7537
1722	Nature Chemistry	1.4625	0.3065	4	2752	63637
1726	Journal of Applied Behavior Analysis	-0.7162	-0.4398	1	2748	30314
1727	Heat Transfer Engineering	0.8225	-0.4274	5	2748	4588
1728	Neurocase	-0.6906	-0.2064	1	2748	5660
1730	Journal of Biomaterials Science Polymer Edition	0.2563	0.5712	4	2742	16205
1731	Fish Physiology and Biochemistry	0.481	0.35	3	2742	11809
1732	Journal of Clinical Laboratory Analysis	-0.2677	0.5771	2	2741	5483
1733	"J. Chem. Soc., Perkin Trans. 1"	1.2859	0.327	4	2739	9973
1734	Documenta Ophthalmologica	-0.4362	0.6348	2	2739	6772
1735	Journal of Dairy Research	0.4416	0.492	3	2738	8362
1736	TESOL Quarterly	-0.7219	-0.5204	1	2736	16515
1737	Progress in Physical Geography	0.6429	-0.0313	3	2733	12594
1738	Communications in Partial Differential Equations	0.6736	-0.6042	5	2733	10997
1741	Journal of Food Science and Technology	0.5378	0.4697	3	2732	6073
1742	World Journal of Surgical Oncology	-0.3597	0.6092	2	2731	6839
1743	International Journal of Polymeric Materials	1.1984	0.126	4	2728	7096
1744	Teaching of Psychology	-0.6733	-0.5225	1	2728	12209
1745	Israel Journal of Chemistry	1.3088	0.3329	4	2728	10650
1747	Europe Asia Studies	-0.5369	-0.5928	1	2725	6375
1748	Archive for Rational Mechanics and Analysis	0.6752	-0.6019	5	2723	18212
1749	Physics and Chemistry of Minerals	1.3112	0.1746	4	2722	12786
1751	Psychiatry	-0.6537	-0.3355	1	2720	9940
1752	Genetics Research	0.3842	0.464	3	2720	11122
1753	Medicine Science and the Law	-0.531	-0.078	1	2718	2469
1754	Cellular Microbiology	0.124	0.7496	6	2717	33764
1755	Tribology Letters	1.0079	-0.2392	5	2713	13340
1756	The Lichenologist	0.5826	0.3362	3	2712	4628
1757	Sports Medicine	-0.464	0.2253	2	2711	38304
1759	Cell Biochemistry and Function	-0.1018	0.6004	2	2710	7589
1760	International Journal of Public Administration	-0.5383	-0.6144	1	2709	5143
1761	Journal of The Royal Society Interface	0.3725	0.2644	5	2709	28621
1763	Journal of Health Psychology	-0.6171	-0.2831	1	2707	18481
1764	Algorithmica	0.5144	-0.5793	5	2705	6298
1766	Trees	0.6007	0.3188	3	2704	14190
1767	Birth	-0.5741	-0.1544	1	2704	11283
1768	Pediatric Hematology and Oncology	-0.3386	0.5825	2	2703	5420
1769	Computer Methods in Biomechanics & Biomedical Engineering	-0.1272	0.3147	5	2699	5616
1772	Canadian Journal of Economics/Revue canadienne d économique	-0.4641	-0.6551	1	2695	9419
1773	European Journal of Social Psychology	-0.6495	-0.4665	1	2695	27781
1775	Chinese Journal of Oceanology and Limnology	0.5895	0.2428	3	2691	3212
1777	ACM SIGCOMM Computer Communication Review	0.4645	-0.5545	5	2684	5758
1778	European Journal of Applied Physiology and Occupational Physiology	-0.4407	0.233	2	2684	15856
1779	British Journal of Educational Studies	-0.6823	-0.536	1	2677	5896
1780	Feminist Review	-0.5719	-0.552	1	2676	5474
1781	International Journal of Health Care Quality Assurance	-0.5338	-0.3784	1	2675	4583
1782	European Journal of Political Research	-0.541	-0.5954	1	2674	16455
1784	Educational Studies	-0.686	-0.5311	1	2670	6412
1785	Coral Reefs	0.5583	0.252	3	2669	26103
1786	Journal of Psychiatric and Mental Health Nursing	-0.6324	-0.2757	1	2666	13299
1787	Global Biogeochemical Cycles	0.6669	0.09	3	2666	52549
1788	Journal of the International Neuropsychological Society	-0.6794	-0.2047	1	2665	22765
1791	Laboratory Animals	0.0037	0.5147	2	2660	6598
1792	Pediatric Rheumatology	-0.4103	0.5972	2	2660	1629
1794	Zeitschrift für Physik D Atoms Molecules and Clusters	1.7887	-0.0926	7	2656	14278
1795	Natural Hazards and Earth System Science	0.6677	-0.0891	3	2654	13530
1797	Zeitschrift für Rheumatologie	-0.4087	0.5976	2	2652	2352
1798	Japanese Journal of Ophthalmology	-0.4361	0.6364	2	2648	5411
1799	British Food Journal	-0.4894	-0.6554	1	2646	12131
1800	Fibers and Polymers	1.1596	0.115	4	2644	7650
1801	Journal of Hand Surgery (European Volume)	-0.425	0.5073	2	2644	4379
1802	Oral Diseases	-0.5102	0.5616	8	2643	12660
1803	Applied Magnetic Resonance	1.1818	0.3107	4	2642	5124
1804	Economic Inquiry	-0.4692	-0.6541	1	2641	12231
1805	Journal of Biosocial Science	-0.5621	-0.2588	1	2641	6901
1806	Maternal and Child Health Journal	-0.5738	-0.1764	1	2641	13994
1807	Canadian Journal of Plant Pathology	0.572	0.3869	3	2638	10007
1808	Revista Brasileira de Fruticultura	0.5781	0.3715	3	2638	7646
1809	Journal of Polymer Research	1.2038	0.1263	4	2638	11047
1811	Histochemistry and Cell Biology	-0.0953	0.6652	2	2635	17124
1812	American Journal of Evaluation	-0.5944	-0.5047	1	2635	6730
1814	Educational Gerontology	-0.6187	-0.3269	1	2632	9469
1815	Fundamental and Clinical Pharmacology	-0.2077	0.5043	2	2632	8000
1817	Autophagy	-0.0728	0.7781	6	2630	34923
1818	Basic Research in Cardiology	-0.3011	0.508	2	2628	13748
1819	Journal of Public Health Dentistry	-0.5264	0.5511	8	2628	8320
1820	Integral Equations and Operator Theory	0.6709	-0.6058	5	2628	4128
1821	Cell Research	-0.003	0.7883	6	2628	33510
1822	Journal of Neuroimaging	-0.4071	0.4866	2	2626	6278
1823	Science China Technological Sciences	0.7969	-0.4127	5	2624	6481
1824	Paediatric and Perinatal Epidemiology	-0.4286	0.1791	2	2621	13042
1825	Advances in Atmospheric Sciences	0.6776	-0.0669	3	2619	9130
1826	Biopharmaceutics & Drug Disposition	-0.0798	0.5128	2	2619	6460
1827	Bioscience Reports	0.0279	0.6917	6	2618	8587
1829	Anatomy and Embryology	-0.1205	0.5418	2	2615	13592
1830	Journal of Prosthodontics	-0.5232	0.5544	8	2614	4786
1831	Journal of Central South University	0.7841	-0.3714	5	2613	2441
1832	International Journal of Andrology	-0.1923	0.5483	2	2613	11942
1833	Expert Review of Anticancer Therapy	-0.3104	0.6634	2	2612	8581
1835	Acta Odontologica Scandinavica	-0.5245	0.5529	8	2610	14391
1836	Journal of Thermal Spray Technology	1.2582	-0.0245	4	2607	9422
1837	Frontiers in Behavioral Neuroscience	-0.4993	0.1083	2	2606	6789
1838	Cytopathology	-0.3376	0.6294	2	2606	4551
1839	Nucleosides and Nucleotides	1.2679	0.3392	4	2605	4706
1840	Journal of Vibration and Control	0.7737	-0.4378	5	2605	8504
1844	Bulletin of Volcanology	0.6968	-0.0233	3	2601	15116
1845	Service Industries Journal	-0.5141	-0.6839	1	2601	14083
1846	Experimental and Applied Acarology	0.5491	0.35	3	2600	12165
1847	Journal of the Experimental Analysis of Behavior	-0.7335	-0.4047	1	2599	22364
1848	Acta Pharmacologica Sinica	-0.1184	0.6393	2	2598	13502
1849	Food Additives & Contaminants	0.4816	0.4767	3	2596	18818
1850	Journal of Interventional Cardiology	-0.3622	0.4954	2	2595	3694
1851	Human Factors The Journal of the Human Factors and Ergonomics Society	-0.5022	-0.4295	1	2593	19773
1852	Genetic Resources and Crop Evolution	0.5762	0.3969	3	2592	11274
1853	Virus Genes	0.2203	0.5327	3	2591	8015
1854	Frontiers in Ecology and the Environment	0.5504	0.2131	3	2589	26097
1855	Journal of Human Genetics	-0.2731	0.554	2	2589	13678
1857	Geological Journal	0.6968	-0.0121	3	2587	3590
1858	Brazilian Journal of Physics	1.4583	-0.3782	7	2587	4441
1859	Economica	-0.4661	-0.6542	1	2586	8491
1860	Journal of the Institute of Brewing	0.5441	0.4767	3	2585	9086
1861	Visual Neuroscience	-0.1628	0.4077	2	2585	14916
1862	Studies in Second Language Acquisition	-0.7237	-0.5196	1	2584	10815
1863	Annals of Human Biology	-0.3928	0.1517	2	2584	11735
1864	The Journal of Development Studies	-0.5061	-0.6013	1	2583	13582
1865	Economic Botany	0.5356	0.3262	3	2582	10920
1866	Entropy	0.6466	-0.4882	5	2581	7083
1867	Journal of Ethnic and Migration Studies	-0.5536	-0.5612	1	2581	14328
1869	Journal of Mathematical Biology	0.6387	-0.5433	5	2572	17134
1871	Herz	-0.3572	0.4916	2	2570	3306
1872	Histochemistry	-0.1171	0.6121	2	2569	9231
1873	Journal of Management	-0.542	-0.6805	1	2568	81160
1874	Journal of Abnormal Child Psychology	-0.6747	-0.3727	1	2568	46625
1875	Circuits Systems and Signal Processing	0.653	-0.5175	5	2566	4655
1876	Hemoglobin	-0.2974	0.639	2	2566	9570
1877	Library Review	-0.5432	-0.7153	1	2566	2690
1878	Autoimmunity	-0.2773	0.7269	2	2565	11186
1879	European Biophysics Journal	0.5326	0.6918	6	2564	12408
1880	Media Culture & Society	-0.5891	-0.5711	1	2564	11457
1881	Cytotechnology	0.0737	0.6164	2	2563	6862
1884	Aging Clinical and Experimental Research	-0.4849	0.19	2	2556	8242
1886	Inhalation Toxicology	-0.0122	0.4636	2	2551	16033
1887	Journal of Global Optimization	0.6339	-0.5877	5	2549	15488
1888	The Journal of Adhesion	1.1802	0.1008	4	2546	9113
1889	Water International	0.2707	-0.1911	3	2544	4936
1890	Emergency Medicine Australasia	-0.425	0.3315	2	2543	5147
1891	Depression and Anxiety	-0.649	-0.2715	1	2541	20954
1892	Annals of Nuclear Medicine	-0.3619	0.5349	2	2540	5676
1893	Academic Psychiatry	-0.6377	-0.2724	1	2540	4776
1894	Anais Brasileiros de Dermatologia	-0.2786	0.5997	2	2537	4007
1895	steel research international	1.2594	-0.0308	4	2536	3830
1896	AMBIO	0.5094	0.1274	3	2536	15550
1897	Journal of Helminthology	0.3737	0.4247	3	2535	5164
1898	Probability Theory and Related Fields	0.6475	-0.6054	5	2535	9742
1899	Journal of Human Nutrition and Dietetics	-0.4265	0.1341	2	2534	9904
1901	Journal of Huazhong University of Science and Technology [Medical Sciences]	-0.2433	0.5977	2	2533	3077
1902	BMC Plant Biology	0.5919	0.4326	3	2532	29434
1904	Journal of Biomedical Science	-0.1175	0.6506	2	2529	9749
1906	Review of Radical Political Economics	-0.5082	-0.6163	1	2529	3377
1908	International Journal of Biometeorology	0.4894	0.2607	3	2525	13146
1909	Arthritis Care & Research	-0.414	0.5933	2	2524	15894
1910	Journal of Toxicology and Environmental Health	-0.0238	0.4777	2	2522	10825
1911	Research in Nursing & Health	-0.6107	-0.2379	1	2522	21334
1912	Mitochondrial DNA	0.5033	0.3412	3	2521	5038
1913	Psychology of Women Quarterly	-0.6414	-0.4308	1	2520	24421
1914	American Journal on Addictions	-0.6315	-0.3198	1	2517	8707
1915	Dental Traumatology	-0.5248	0.5548	8	2516	15410
1916	Journal of Intelligent & Robotic Systems	0.646	-0.5119	5	2515	5335
1917	CJEM	-0.4252	0.3312	2	2514	2335
1918	Clinical Oral Investigations	-0.5227	0.5552	8	2514	10352
1919	Brazilian Archives of Biology and Technology	0.5509	0.3811	3	2512	7156
1920	Journal of Organizational Behavior	-0.5676	-0.6524	1	2512	54224
1921	Cell Motility and the Cytoskeleton	0.0737	0.776	6	2511	15699
1922	Advances in Difference Equations	0.668	-0.5991	5	2507	2619
1923	International Journal of Communication Systems	0.465	-0.5542	5	2507	4870
1924	Community Mental Health Journal	-0.6404	-0.3172	1	2505	12008
1925	Marine Mammal Science	0.534	0.2593	3	2503	11962
1926	Journal of the Academy of Marketing Science	-0.5168	-0.6845	1	2502	53310
1928	The Histochemical Journal	-0.1168	0.6137	2	2500	7328
1929	Revista Brasileira de Engenharia Agrícola e Ambiental	0.5787	0.3708	3	2497	7331
1930	Networks	0.509	-0.5795	5	2496	5406
1931	Journal of Peptide Science	0.572	0.6754	4	2495	7753
1932	Landscape Ecology	0.543	0.2	3	2494	28625
1933	Acta Applicandae Mathematicae	0.6719	-0.6003	5	2493	4903
1935	Ecotoxicology	0.6056	0.2827	3	2492	14396
1936	Mammalia	0.531	0.2647	3	2491	3210
1938	American Journal of Economics and Sociology	-0.5017	-0.6282	1	2490	3753
1939	Journal of Plant Nutrition and Soil Science	0.607	0.3466	3	2490	10092
1941	The European Physical Journal E	1.2665	-0.1062	4	2489	18291
1942	Clinical Drug Investigation	-0.3365	0.459	2	2488	6520
1943	Journal of Tropical Ecology	0.5646	0.2865	3	2487	18023
1944	Cognitive Science	-0.7462	-0.4737	1	2486	27525
1946	European Journal of Marketing	-0.5199	-0.6819	1	2485	42237
1947	Ultrastructural Pathology	-0.3227	0.6218	2	2483	5921
1948	The Visual Computer	0.507	-0.5426	5	2482	4964
1949	Journal of the Society for Information Display	1.4595	0.0668	4	2479	3658
1950	Wetlands	0.5837	0.2197	3	2478	16575
1953	West European Politics	-0.5401	-0.5955	1	2474	14963
1955	African Journal of Ecology	0.5312	0.2557	3	2473	8078
1957	The Journal of Horticultural Science and Biotechnology	0.5851	0.3997	3	2471	4672
1958	Biochemical Genetics	0.3777	0.4659	3	2470	5442
1960	Journal of Geophysical Research Oceans	0.6897	-0.0563	3	2465	7638
1962	Australian Journal of Entomology	0.5529	0.3467	3	2461	4834
1963	Perfusion	-0.3619	0.4927	2	2460	5331
1964	The International Journal of Life Cycle Assessment	0.2505	-0.1577	3	2459	13346
1965	Science Education	-0.6988	-0.5394	1	2458	26360
1966	International Social Work	-0.6383	-0.4134	1	2457	5400
1967	Journal of Quaternary Science	0.6428	-0.0045	3	2454	13214
1969	The Journal of Headache and Pain	-0.4523	0.3774	2	2444	8159
1970	Journal of the American Planning Association	-0.4976	-0.5829	1	2442	18633
1971	Law & Social Inquiry	-0.5727	-0.5271	1	2441	3347
1972	Nature Protocols	0.2241	0.7	6	2440	86260
1974	Paleoceanography	0.6889	-0.0103	3	2439	33213
1975	Human Vaccines & Immunotherapeutics	-0.1442	0.6536	2	2437	5563
1976	Journal of Homosexuality	-0.6335	-0.4165	1	2436	16954
1977	Expert Review of Neurotherapeutics	-0.4502	0.3609	2	2433	10598
1981	European Journal of Cancer Care	-0.5885	-0.1524	1	2431	8701
1982	Plant Molecular Biology Reporter	0.5853	0.4195	3	2430	13427
1983	Natural Product Reports	0.6034	0.5264	3	2430	30736
1984	Proceedings of the London Mathematical Society	0.6715	-0.6083	5	2430	7683
1986	Platelets	-0.3062	0.5877	2	2428	8177
1987	Heart and Vessels	-0.3543	0.493	2	2428	6112
1988	KSCE Journal of Civil Engineering	0.737	-0.3666	5	2425	2135
1989	Community College Journal of Research & Practice	-0.6727	-0.5452	1	2425	3105
1990	Organic Preparations and Procedures International	1.2839	0.3257	4	2425	6027
1991	"AIAA Guidance, Navigation, and Control Conference"	0.725	-0.5031	5	2424	2230
1993	Brain Pathology	-0.2575	0.5776	2	2421	18159
1994	Journal of Regional Science	-0.4618	-0.6361	1	2420	10763
1995	Journal of Child and Family Studies	-0.6678	-0.3882	1	2420	12263
1996	Traffic	0.0783	0.8688	6	2417	30100
1997	International Journal of Cosmetic Science	-0.2521	0.598	2	2415	5930
1998	High Pressure Research	1.3757	0.1918	4	2414	6935
1999	The International Journal of Cardiovascular Imaging	-0.3614	0.4974	2	2411	6114
2000	Annals of Human Genetics	-0.2193	0.453	2	2411	10917
2001	International Journal of Primatology	0.4756	0.246	3	2410	17235
2002	APOPTOSIS	-0.0988	0.7111	2	2408	21098
2003	British Journal of Special Education	-0.7067	-0.4781	1	2407	3272
2004	Supramolecular Chemistry	1.3093	0.3187	4	2407	6189
2005	Journal of Microencapsulation	0.1192	0.5924	4	2406	11424
2007	Journal of Dermatological Treatment	-0.2776	0.6009	2	2405	6090
2008	Conservation Genetics	0.5386	0.3053	3	2404	17176
2009	Numerical Algorithms	0.6696	-0.5836	5	2403	5477
