id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
1261	mild ad	1.2812	-0.0908	2	378	816	37	2010.2432
1262	mild alzheimer	0.7942	-0.4966	2	188	307	17	2008.9412
1263	mild cognitive impairment	1.1436	-0.1553	2	1284	10761	539	2010.7254
1264	mild dementia	1.2347	0.0356	2	265	459	24	2006.7917
1265	mini mental state examination	1.1542	-0.0821	2	601	1852	89	2009.573
1266	mini mental state examination score	1.283	-0.011	2	412	903	43	2010.6047
1267	mini mental status examination	0.7556	-0.5002	2	147	210	10	2008.1
1268	mir	-0.6326	-0.4045	1	208	314	28	2013.7857
1269	misfolded protein	-0.5897	0.0118	4	316	475	42	2010.8095
1270	misfolding	-0.5982	0.0715	4	379	593	52	2012.1731
1271	missense mutation	-0.3442	0.5496	3	270	473	28	2003.5714
1272	mitochondria	-0.5748	-0.1732	1	511	986	88	2010.6932
1273	mitochondrial dysfunction	-0.517	-0.3232	1	484	883	97	2010.6082
1274	mitochondrial function	-0.4222	-0.3352	1	363	600	61	2011.0492
1275	mitochondrium	-0.5527	-0.1776	1	306	470	43	2010.1163
1276	mitogen	-0.8704	-0.2205	1	316	663	41	2004.4634
1277	mitogen activated protein	-1.1065	-0.0351	4	136	247	12	1998.8333
1278	mitogen activated protein kinase	-0.8868	-0.2103	1	295	580	36	2003.5556
1279	mitosis	-0.9326	-0.0136	4	225	328	20	2003.8
1280	mixed dementia	0.7776	0.1552	2	175	261	16	2010.5625
1281	mixture	-0.7093	0.3258	4	327	461	32	2004.5625
1282	mmse	1.2022	-0.126	2	612	1970	97	2009.5155
1283	mmse score	1.2059	-0.0908	2	450	1075	55	2008.4727
1284	mobility	-1.006	0.4179	4	232	447	27	1998.3333
1285	modality	0.8565	-0.0493	2	332	618	30	2011.1333
1286	moderate ad	0.6669	-0.5029	2	213	337	17	2010.7647
1287	modulate	-0.6706	-0.1516	1	228	322	22	2010.0455
1288	mol	-1.0794	0.2674	4	170	284	16	2001.5625
1289	molecular analysis	-0.4939	0.4108	3	100	130	11	1998.6364
1290	molecular chaperone	-0.7089	-0.0164	4	156	233	20	2011.85
1291	molecular characterization	-0.1538	0.5662	3	133	158	11	2002.9091
1292	molecular imaging	0.7337	-0.0275	2	143	227	16	2012.5
1293	molecular layer	-0.2392	0.3273	3	216	296	25	2001.56
1294	molecular pathway	-0.5456	-0.1565	1	168	208	23	2011.6957
1295	molecular target	-0.0525	-0.3385	1	151	183	20	2009.25
1296	molecular weight	-0.7931	0.4605	4	387	689	48	1998.6875
1297	monitoring	0.8181	-0.2549	2	375	661	43	2010.5349
1298	monoclonal antibody	-0.6258	0.459	4	972	3632	243	1998.465
1299	monomer	-0.698	0.1688	4	425	733	54	2008.7407
1300	month old 3xtg ad mouse	-0.3717	-0.4151	1	130	179	16	2012
1301	month old mouse	-0.3975	-0.4415	1	183	232	19	2010.8421
1302	morphometry	1.0303	0.2341	2	384	876	41	2010.8293
1303	morris water maze	-0.4393	-0.4763	1	377	663	53	2011.5472
1304	morris water maze test	-0.4436	-0.5176	1	216	323	24	2012.5
1305	motif	-0.9824	0.1436	4	610	1649	99	2005.3333
1306	motor neuron	0.0752	0.3591	3	255	355	24	2008.9583
1307	motor neuron disease	0.2033	0.5008	3	233	382	25	2005.12
1308	motor protein	-0.762	-0.0156	4	95	141	13	2007.4615
1309	mouse brain	-0.6148	-0.2156	1	553	976	76	2009.7763
1310	mouse line	-0.3839	-0.3539	1	120	156	17	2009.7059
1311	mri	1.1096	0.1002	2	842	3754	179	2010.8324
1312	mri measure	1.3316	0.0777	2	184	381	14	2011
1313	mri scan	1.3746	0.1833	2	235	454	18	2010.6667
1314	msa	0.042	0.46	3	136	214	12	2006.75
1315	mta	1.4849	0.0416	2	140	247	10	2010.2
1316	mtor	-0.5263	-0.1423	1	237	402	28	2012.2857
1317	mts	-0.9296	0.0555	4	206	346	23	2008.4783
1318	multicenter study	1.3198	-0.2457	2	269	658	27	2009.7407
1319	multifactorial disease	0.7242	0.2101	2	98	111	12	2010.0833
1320	multiple ad	-0.8009	-0.4826	1	124	208	14	2012.5714
1321	multiple site	-1.0638	-0.1963	4	165	234	13	2007.4615
1322	multiple system atrophy	0.0985	0.4494	3	326	590	33	2008.5152
1323	multivariate analysis	1.4827	-0.098	2	168	247	13	2010.4615
1324	mum	-0.6261	-0.424	1	292	388	28	2013.0714
1325	murine model	-0.3641	-0.3734	1	232	300	29	2011.3103
1326	muscarinic receptor	-0.3134	-0.3455	1	130	188	19	2006.8421
1327	muscle	-0.2475	0.1126	3	196	305	27	2002.5556
1328	muscle fiber	-0.2445	0.1142	3	101	227	18	2002.4444
1329	mutant	-0.8713	0.0872	4	580	1317	89	2007.3371
1330	mutant amyloid precursor protein	-0.4547	-0.2673	1	173	218	19	2007.6316
1331	mutant app	-0.4569	-0.2609	1	168	224	19	2006.9474
1332	mutant human tau	-0.5616	-0.0501	1	139	176	17	2011.8235
1333	mutant mouse	-0.4359	-0.1546	1	218	298	26	2009.2308
1334	mutant presenilin	-0.4574	-0.2642	1	111	143	15	2007.6667
1335	mutant protein	-0.6933	0.0325	4	113	136	12	2008.25
1336	mutant tau	-0.5909	-0.0869	1	237	350	29	2009.3448
1337	mutation carrier	1.0038	0.2079	2	283	537	23	2011.087
1338	mwm	-0.4358	-0.4789	1	132	173	14	2011.4286
1339	myoclonus	0.3614	0.4599	3	177	265	16	2006.0625
1340	n methyl	-0.6523	-0.2782	1	137	174	13	2010.9231
1341	n methyl d aspartate	-0.2601	-0.3308	1	163	219	16	2008.625
1342	n methyl d aspartate receptor	-0.5464	-0.2857	1	165	218	15	2008.3333
1343	n terminal	-0.7919	0.2579	4	323	506	33	2006.2727
1344	n terminal domain	-0.976	0.1813	4	149	190	12	2007.8333
1345	n terminal region	-0.1484	-0.2539	4	97	186	16	2006
1346	n terminus	-0.825	0.2844	4	374	627	36	2004.3611
1347	n2a	-0.9015	-0.3365	1	106	145	10	2010.6
1348	n2a cell	-0.896	-0.3358	1	219	426	28	2009.5357
1349	nachr	-0.4079	-0.3916	1	155	230	18	2011.2778
1350	nad	0.9575	-0.2531	2	204	333	19	2007.0526
1351	nap	-0.6494	-0.1846	1	67	87	10	2007.6
1352	national institute	0.9914	0.0288	2	434	980	44	2010.1136
1353	natural history	0.459	-0.056	2	165	197	15	2008.7333
1354	natural product	-0.2898	-0.4434	1	111	145	15	2012.4
1355	nci	0.2186	-0.0702	2	141	218	14	2010.4286
1356	ndc	0.4091	-0.0731	2	104	166	11	2010.2727
1357	ndd	1.0301	-0.41	2	120	209	12	2011.5
1358	near future	0.106	-0.3318	1	229	307	25	2009.84
1359	negative correlation	0.9868	0.0717	2	352	641	36	2009.9722
1360	negative inclusion	0.3185	0.5091	3	125	217	14	2006.7857
1361	negative predictive value	1.365	-0.2329	2	174	319	12	2009.25
1362	nerve cell	-0.5413	0.3493	3	404	709	52	2002.0962
1363	neurite	-0.3946	0.4156	3	798	2354	176	1998.9602
1364	neurite outgrowth	-0.8208	-0.148	1	391	649	45	2005.2444
1365	neuritic change	-0.0695	0.3747	3	182	233	18	1999.5556
1366	neuritic degeneration	-0.1524	0.319	3	165	203	17	2001.9412
1367	neuritic pathology	-0.2127	0.3331	3	155	204	17	2004.2353
1368	neuroblastoma cell	-0.8228	-0.1966	1	453	847	61	2006.2295
1369	neuroblastoma cell line	-0.7507	-0.1992	1	231	319	23	2007.6522
1370	neurochemical dementia diagnostic	1.0323	-0.411	2	100	189	11	2011.2727
1371	neurodegenerative cascade	-0.4154	-0.0256	1	135	164	14	2008.7857
1372	neurodegenerative dementia	0.5207	0.2904	3	241	360	21	2010.2857
1373	neurodegenerative tauopathy	-0.6066	0.221	4	286	448	33	2011.1212
1374	neurofibrillary change	-0.2458	0.4377	3	446	900	70	2000.5429
1375	neurofibrillary degeneration	-0.5562	0.3654	4	901	2756	198	2002.0657
1376	neurofibrillary lesion	-0.53	0.506	4	473	981	75	2001.12
1377	neurofilament	-0.5304	0.478	3	643	1754	129	1997.5969
1378	neurofilament protein	-0.5592	0.5106	4	375	747	49	1997.8367
1379	neurogenesis	-0.4784	-0.3597	1	392	671	62	2010.7258
1380	neuroimaging	0.847	0.0466	2	479	1028	57	2009.5614
1381	neuroimaging biomarker	1.0299	-0.0604	2	135	197	12	2013.25
1382	neuroimaging study	0.4615	0.2608	3	148	173	12	2010.0833
1383	neurological disease	0.488	0.1072	2	526	1044	66	2005.8636
1384	neurologist	0.5821	0.1146	3	131	169	10	2011.3
1385	neuronal apoptosis	-0.6318	-0.2902	1	390	708	51	2007.451
1386	neuronal cell	-0.7365	-0.2297	1	663	1437	113	2006.8407
1387	neuronal cell body	-0.465	0.4447	3	261	422	30	1999.7
1388	neuronal culture	-0.681	-0.2793	1	174	228	18	2009.5556
1389	neuronal cytoplasm	-0.4684	0.2393	3	188	250	22	2005
1390	neuronal cytoskeleton	-0.4993	0.2977	3	239	364	24	1998
1391	neuronal development	-0.7162	-0.1323	1	155	192	16	2007.9375
1392	neuronal differentiation	-0.8362	-0.0935	1	184	261	17	2007.5294
1393	neuronal expression	-0.5957	-0.0067	1	114	133	12	2005.5833
1394	neuronal inclusion	0.0327	0.5013	3	283	495	30	2002.7667
1395	neuronal injury	1.1039	-0.0259	2	379	619	33	2009.1515
1396	neuronal membrane	-0.5279	-0.2587	1	75	84	11	2010.6364
1397	neuronal microtubule	-0.9531	0.1839	4	294	512	33	2003.0606
1398	neuronal morphology	-0.7366	-0.2092	1	127	152	11	2006.9091
1399	neuronal perikarya	-0.4031	0.4363	3	234	339	25	1998.16
1400	neuronal plasticity	-0.6028	-0.3195	1	208	280	19	2007.9474
1401	neuronal population	-0.3795	0.2545	3	285	434	34	2002.1176
1402	neuronal process	-0.3922	0.2846	3	315	484	39	2004.5385
1403	neuronal soma	-0.6302	0.1063	4	153	182	13	2003.6923
1404	neuronal survival	-0.5622	-0.1487	1	180	248	20	2009.6
1405	neuronal tau protein	-1.0098	0.1738	4	82	114	11	2010.2727
1406	neuronal viability	-0.4697	-0.1938	1	149	181	16	2010.375
1407	neuropathologic	0.3857	0.4456	3	186	217	12	2005.9167
1408	neuropathologic feature	0.4247	0.3536	3	173	220	16	2006.625
1409	neuropathologic finding	0.4441	0.4513	3	150	196	14	2007.4286
1410	neuropathological diagnosis	0.3938	0.5509	3	186	257	18	2003
1411	neuropathological examination	0.2966	0.4402	3	316	469	34	2006.0588
1412	neuropathological finding	0.3267	0.4393	3	236	321	21	2005.0952
1413	neuropil	-0.2666	0.4308	3	345	594	47	2001.0851
1414	neuropil thread	-0.3262	0.4742	3	853	2663	187	2001.4545
1415	neuroplasticity	-0.4682	-0.3822	1	116	141	14	2009.7857
1416	neuroprotection	-0.5096	-0.3991	1	576	1082	93	2010.6344
1417	neuroprotective effect	-0.5169	-0.4571	1	595	1287	96	2011.0833
1418	neuroprotective property	-0.4003	-0.4693	1	178	225	18	2011.4444
1419	neuropsychiatric symptom	0.2265	-0.2146	1	209	278	19	2011.4737
1420	neuropsychological assessment	1.1377	0.0788	2	266	474	21	2012.0476
1421	neuropsychological evaluation	1.1694	-0.1222	2	147	214	10	2009.7
1422	neuropsychological test	1.1205	-0.0495	2	332	667	29	2010.1724
1423	neuropsychological testing	0.8115	0.1707	2	273	405	22	2009.4091
1424	neurotoxic effect	-0.4314	-0.2902	1	287	404	32	2007.875
1425	neurotoxicity	-0.5993	-0.2789	1	888	2223	192	2009.7656
1426	neurotoxin	-0.5469	-0.2525	1	217	276	22	2009.8182
1427	neurotrophin	-0.3325	-0.3064	1	137	169	16	2009.75
1428	new biomarker	0.9557	-0.3651	2	180	308	22	2011.5455
1429	new criterium	0.7155	-0.0126	2	107	187	11	2012.8182
1430	new diagnostic criterium	0.825	-0.2012	2	184	332	17	2012.9412
1431	new drug	-0.0004	-0.3801	1	159	205	16	2009.5
1432	new model	-0.6122	-0.2592	1	114	131	12	2011.3333
1433	new strategy	-0.032	-0.3001	1	144	201	16	2007
1434	new target	-0.1304	-0.3341	1	179	204	20	2011.25
1435	new therapeutic approach	-0.3198	-0.1295	1	126	142	16	2010.25
1436	new treatment	0.7714	-0.2731	2	169	216	11	2009.5455
1437	nfl	1.0203	0.2577	2	159	258	15	2008.4667
1438	nft formation	-0.5465	0.1898	4	538	1064	79	2004
1439	ng l	1.4498	-0.1979	2	157	272	12	2010.25
1440	ng ml	0.8031	-0.4654	2	236	356	19	2007.6316
1441	nicotinic acetylcholine receptor	-0.4087	-0.3887	1	158	211	18	2010.9444
1442	nitration	-0.8415	0.1559	4	194	287	18	2007.5
1443	nitric oxide	-0.3585	-0.2644	1	201	270	25	2008.12
1444	nitric oxide synthase	-0.3555	-0.2629	1	150	182	16	2006.875
1445	nmda	-0.2943	-0.3291	1	257	410	28	2010.3214
1446	nmda receptor	-0.4864	-0.3082	1	194	294	25	2010.6
1447	nmdar	-0.539	-0.2912	1	140	195	13	2012.6923
1448	nmr	-0.972	0.2137	4	199	364	27	2008.3704
1449	nmr spectroscopy	-0.9936	0.2282	4	136	247	16	2008.1875
1450	non ad	1.2398	-0.2681	2	263	479	25	2008.6
1451	non ad dementia	1.3093	-0.3324	2	195	360	16	2008.75
1452	non ad dementias	1.3145	-0.3156	2	242	454	20	2008.35
1453	non ad patient	1.3981	-0.2975	2	196	364	19	2008.1579
1454	non alzheimer	0.5762	0.2782	3	254	397	25	2002.96
1455	non carrier	1.1068	0.2579	2	319	604	27	2011.7037
1456	non demented subject	0.3073	0.3086	3	163	197	14	2004.7143
1457	non neuronal cell	-0.7304	-0.0747	1	141	177	15	2007.4667
1458	non steroidal anti inflammatory drug	-0.2217	-0.4028	1	102	125	10	2008.4
1459	non tg	-0.3865	-0.4238	1	123	156	13	2011.2308
1460	non transgenic mouse	-0.3684	-0.4191	1	130	163	12	2009.4167
1461	noncarrier	1.3136	0.1028	2	284	536	21	2011.4762
1462	nondemented control	0.6545	0.354	2	287	452	33	2003.6364
1463	nonsteroidal anti inflammatory drug	-0.1747	-0.409	1	123	147	11	2005.8182
1464	nontransgenic mouse	-0.3726	-0.4388	1	101	118	11	2010.4545
1465	normal aged brain	-0.5737	0.4724	4	105	133	11	1994.4545
1466	normal ageing	0.8296	-0.1138	2	232	344	23	2006.9565
1467	normal brain	-0.8399	0.3834	4	454	848	54	2000.6667
1468	normal cognition	1.2569	0.118	2	311	651	34	2012.0294
1469	normal control	1.1043	0.0196	2	736	2014	112	2006.4821
1470	normal control subject	1.0737	0.0034	2	281	559	26	2003.4231
1471	normal human brain	-0.8858	0.502	4	213	334	21	1997.8095
1472	normal human tau	-0.8301	0.5174	4	138	223	11	1996.4545
1473	normal individual	1.2353	0.1149	2	366	728	40	2010.5
1474	normal level	0.3522	-0.178	2	177	243	16	2005.0625
1475	normal older adult	1.4229	0.046	2	164	256	12	2012.3333
1476	normal pressure hydrocephalus	1.0274	-0.1003	2	238	372	22	2008.4091
1477	normal protein	-0.282	0.1439	4	71	87	10	2006.2
1478	normal subject	1.162	0.1982	2	377	734	37	2009.1622
1479	normal tau	-1.0277	0.3575	4	518	1510	83	1999.7831
1480	normal tau protein	-0.5827	0.6147	4	173	256	15	1995.0667
1481	novel biomarker	0.8796	-0.3382	2	252	446	25	2011.48
1482	novel mechanism	-0.8894	-0.1151	1	240	358	27	2010.1111
1483	novel object recognition	-0.483	-0.4738	1	107	129	10	2013.7
1484	novel object recognition test	-0.3702	-0.4728	1	133	164	12	2013.1667
1485	novel pathway	-0.6569	-0.1397	1	122	134	11	2008.7273
1486	novel role	-0.6775	-0.2679	1	116	142	11	2012.3636
1487	novel therapeutic approach	-0.2904	-0.3401	1	147	174	17	2010.8824
1488	novel therapeutic strategy	-0.2626	-0.3641	1	146	179	19	2009.1053
1489	novel therapeutic target	-0.5516	-0.3051	1	168	204	20	2011.15
1490	novel therapy	-0.006	-0.2897	1	111	120	13	2010.1538
1491	novel treatment	-0.3113	-0.5082	1	123	147	13	2010.7692
1492	nsaid	-0.1745	-0.4061	1	130	178	12	2006.5
1493	nsaids	-0.1791	-0.4076	1	138	203	15	2006.9333
1494	ntr	-0.4345	-0.1912	1	100	123	10	2008.4
1495	nts	-0.346	0.4346	3	112	150	13	2003.9231
1496	nucleation	-0.927	0.2512	4	196	354	22	2004.8182
1497	nuclei	-0.1802	0.3557	3	593	1112	77	2003.9351
1498	nucleus	-0.2856	0.2912	3	586	1079	80	2006.1875
1499	numbering	-1.0307	0.4221	4	126	193	12	1998.1667
1500	numerous neurodegenerative disorder	-0.2184	0.3635	3	106	127	11	2005.9091
1501	o glcnacylation	-0.9435	-0.1387	4	128	221	18	2010.3889
1502	obesity	-0.4229	-0.5558	1	292	505	38	2012.5789
1503	object	0.0144	-0.488	1	159	192	16	2009.625
1504	occipital cortex	0.3982	0.3819	3	161	192	13	2006.3077
1505	odds ratio	1.0444	0.3778	2	333	786	43	2010.0233
1506	okadaic acid	-0.9648	-0.2549	1	425	1068	68	2006.25
1507	older adult	1.3054	0.0281	2	298	568	28	2012.6786
1508	older age	0.8037	0.1307	2	285	414	22	2011.2273
1509	older individual	1.1887	0.0358	2	220	379	22	2011.1818
1510	older patient	0.4348	0.0822	3	179	212	13	2005.7692
1511	older person	0.3411	0.0116	2	228	336	23	2008.8696
1512	olfactory bulb	0.1322	0.3894	3	139	197	19	2006.7895
1513	olfactory epithelium	-0.4071	0.5269	3	103	139	12	2000.0833
1514	oligodendrocyte	-0.0884	0.5039	3	248	390	26	2004.2308
1515	oligomeric abeta	-0.4971	-0.3069	1	192	232	22	2011.1364
1516	oligomerization	-0.7494	0.0038	4	435	681	55	2011.0182
1517	ond	1.3759	-0.2916	2	130	209	10	2006.9
1518	open field	-0.3399	-0.4464	1	103	133	10	2011.6
1519	oral administration	-0.3964	-0.4596	1	178	242	19	2010.7368
1520	organelle	-0.597	-0.0389	1	304	498	39	2007.7436
1521	organism	-0.6364	-0.1282	1	183	240	24	2009.75
1522	outcome	0.3616	-0.4042	1	799	1801	115	2011.0435
1523	outcome measure	0.8598	-0.3677	2	352	781	34	2010.8824
1524	overactivation	-0.7936	-0.4477	1	225	365	22	2007.4545
1525	overexpression	-0.6447	-0.199	1	746	1735	142	2008.0986
1526	overlap	0.382	0.3583	3	537	1030	68	2006.6471
1527	oxidation	-0.6037	-0.1243	1	391	644	57	2007.2105
1528	oxidative injury	-0.5603	-0.3701	1	118	156	12	2006
1529	p tau	1.2744	-0.1881	2	1112	6085	302	2011.0232
1530	p tau concentration	1.4102	-0.0778	2	173	273	13	2011.4615
1531	p tau level	1.3739	-0.0555	2	245	427	23	2011.8261
1532	p tau181	1.3306	-0.0971	2	405	1020	43	2011.5814
1533	p tau181p	1.4547	-0.2387	2	197	361	15	2012.8
1534	p value	0.9551	0.4055	2	187	298	16	2011
1535	p00001	1.0723	-0.3088	2	217	340	17	2008.8235
1536	p0001	1.1786	-0.1004	2	401	849	44	2008.6364
1537	p001	1.1751	-0.0867	2	357	674	35	2007.4286
1538	p002	1.1593	-0.1379	2	140	185	11	2010.0909
1539	p005	1.211	-0.1078	2	287	539	28	2010.4286
1540	p25	-0.9053	-0.3089	1	222	438	27	2007.3704
1541	p301l	-0.4748	-0.1521	1	509	991	65	2008.9846
1542	p301l mutation	-0.5071	0.1101	1	178	229	15	2009.9333
1543	p301l tau	-0.5529	-0.0813	1	149	175	13	2012.7692
1544	p35	-0.8726	-0.3223	1	163	271	17	2006.7059
1545	p38	-0.6492	-0.3789	1	232	404	21	2006.2381
1546	p53	-0.7461	-0.2883	1	186	291	22	2007.3636
1547	p62	-0.362	0.1658	3	166	217	15	2010.8
1548	paired helical filament	-0.87	0.3799	4	830	2740	193	1999.1399
1549	panel	0.5245	0.1008	2	741	1868	97	2006.3505
1550	par	-0.913	-0.0887	4	149	275	17	2008.7059
1551	paradigm shift	0.008	-0.3371	1	132	167	15	2010.6667
1552	paraffin	-0.2783	0.498	3	174	231	17	2004.2941
1553	paraffin section	-0.1703	0.4557	3	167	224	19	2000.1579
1554	parahippocampal gyrus	0.2641	0.5023	3	243	321	19	2002.4211
1555	parameter	0.4934	-0.2253	2	748	1749	107	2008.4579
1556	parietal	0.94	0.2025	2	444	988	49	2008.2653
1557	parietal lobe	0.3886	0.4198	3	244	307	16	2006.6875
1558	parkinsonism	0.0523	0.5035	3	828	2518	152	2006.5789
1559	parkinsonism dementia complex	-0.1227	0.5214	3	149	238	20	2001.6
1560	participant	1.2518	0.0718	2	914	4940	218	2011.7339
1561	participate	-0.4781	-0.0156	1	207	278	22	2007.1818
1562	particular emphasis	-0.0253	-0.3334	1	79	89	11	2011.7273
1563	passive immunization	-0.0115	-0.3543	1	240	383	30	2010.8667
1564	passive immunotherapy	0.0296	-0.3634	1	187	288	21	2011.7143
1565	past	0.0461	-0.2885	1	124	146	15	2010.6667
1566	pathobiology	0.2835	-0.0966	2	225	343	23	2007.087
1567	pathogenic factor	-0.4668	-0.2217	1	179	213	17	2009.6471
1568	pathogenic mutation	0.4596	0.4871	3	177	277	23	2007.3913
1569	pathogenic protein	-0.3135	0.1197	3	116	132	14	2011.0714
1570	pathologic process	0.4443	0.1175	2	198	238	15	2008.8667
1571	pathological	-0.4778	0.572	4	119	155	11	2003.3636
1572	pathological aggregation	-0.8862	0.1799	4	237	331	23	2008.2174
1573	pathological diagnosis	0.5076	0.4294	3	208	287	19	2005.6316
1574	pathological phosphorylation	-0.8775	-0.0891	1	157	210	12	2009.6667
1575	pathological tau	-0.5924	0.287	4	432	762	56	2007.125
1576	pathological tau protein	-0.241	0.5487	3	192	280	21	2004.3333
1577	pathophysiological process	0.6864	-0.199	2	214	325	22	2010.4545
1578	patient group	1.059	-0.1643	2	290	498	28	2008.0714
1579	pca	0.8179	0.2982	3	127	192	11	2011.1818
1580	pd case	0.6106	0.5513	3	139	190	15	2005.0667
1581	pd patient	0.823	0.2497	2	259	439	28	2010.2143
1582	pdd	0.7908	0.2763	3	245	424	26	2010.1538
1583	pedigree	0.3375	0.457	3	173	234	18	2003.9444
1584	peptide fragment	-0.8107	0.372	4	198	266	17	2000.1176
1585	peptidyl prolyl	-0.9934	-0.0034	4	159	295	20	2008.1
1586	percent	0.7066	0.07	2	279	398	26	2004.9615
1587	perforant pathway	-0.295	0.2069	3	122	144	15	2005.5333
1588	performance	0.611	-0.3792	2	932	3032	174	2010.3161
1589	perikarya	-0.4406	0.4296	3	242	422	29	1996.931
1590	peripheral insulin resistance	-0.4424	-0.5724	1	116	171	11	2012.5455
1591	perk	-0.716	-0.2591	1	129	195	12	2011.8333
1592	personality change	0.2434	0.4061	3	196	258	16	2005.625
1593	pet	0.8755	0.0237	2	773	2905	158	2011.2722
1594	pet imaging	0.8658	0.0115	2	325	613	40	2012.175
1595	pet tracer	0.5302	-0.0387	2	173	268	17	2013.6471
1596	pg ml	1.2963	-0.2333	2	577	2076	96	2007
1597	pgrn	0.4376	0.5101	3	143	216	14	2009.8571
1598	pharmacokinetic	-0.0454	-0.4261	1	138	207	13	2012.3846
1599	pharmacological agent	-0.2579	-0.5316	1	99	122	11	2010.0909
1600	pharmacological inhibition	-0.7563	-0.3158	1	158	227	16	2011.5625
1601	pharmacological intervention	0.033	-0.3373	1	165	201	18	2007.2778
1602	pharmacological treatment	0.0188	-0.3713	1	201	264	22	2008.8182
1603	pharmacology	-0.1361	-0.3419	1	157	215	16	2008.5
1604	pharmacotherapy	-0.0333	-0.3445	1	165	217	19	2008.4737
1605	phf	-0.8517	0.3992	4	1300	8261	536	1999.3955
1606	phf assembly	-0.9561	0.3237	4	123	207	13	1999.8462
1607	phf core	-0.9043	0.3875	4	124	226	13	1998.6923
1608	phf formation	-0.93	0.3102	4	236	441	27	2000.2963
1609	phf tau	-0.8662	0.4886	4	618	1938	119	1998.2353
1610	phf1	-0.8749	-0.1909	1	149	192	11	2007.6364
1611	phfs	-0.889	0.3736	4	555	1763	104	1998.5865
1612	phftau	-0.4146	0.6051	4	138	178	13	2001.8462
1613	phosphatase	-1.0185	-0.0677	4	759	2376	147	2004.2993
1614	phosphatase activity	-1.0404	-0.1432	4	361	796	49	2005.8367
1615	phosphatase treatment	-0.846	0.5365	4	150	267	13	1993.9231
1616	phosphate	-1.0706	0.2718	4	346	677	41	2000.6829
1617	phosphatidylinositol	-0.7916	-0.4939	1	224	416	25	2007.68
1618	phospho tau level	0.277	-0.4499	1	159	201	14	2010.6429
1619	phosphoepitope	-1.0087	0.0792	4	301	476	26	2003.5385
1620	phosphopeptide	-1.0936	0.3016	4	173	346	21	2002.7619
1621	phosphoprotein	-1.0234	0.2823	4	281	469	29	2000.5172
1622	phosphorylate	-0.9746	-0.0989	4	256	456	28	2002.7143
1623	phosphorylate tau	-0.9882	-0.1538	4	135	208	11	2004.1818
1624	phosphorylated epitope	-0.7726	0.561	4	236	478	29	1994.0345
1625	phosphorylated form	-0.6336	0.1456	4	418	697	47	2003.9787
1626	phosphorylated neurofilament	-0.4734	0.4599	3	124	175	14	1998.7143
1627	phosphorylated protein	-0.6155	0.0841	1	191	266	18	2001.1111
1628	phosphorylated site	-0.967	0.44	4	225	366	21	2000.2381
1629	phosphorylated tau level	0.6215	-0.0435	2	288	430	26	2010.8462
1630	phosphorylated tau181	1.3622	-0.0146	2	215	346	15	2012.5333
1631	phosphorylation	-0.8642	-0.1478	1	1756	15955	1129	2006.7263
1632	phosphorylation dependent antibody	-1.1402	0.2897	4	125	179	11	1998.0909
1633	phosphorylation event	-0.9877	-0.0401	4	182	271	17	2005.4118
1634	phosphorylation level	-0.7177	-0.4539	1	286	431	29	2011.7931
1635	phosphorylation site	-1.0767	0.1424	4	684	2236	124	2002.6855
1636	phosphorylation state	-0.9116	0.0548	4	461	872	64	2002.8906
1637	phosphorylation status	-0.931	-0.2113	1	235	355	24	2008.5417
1638	physiological condition	-0.915	0.1729	4	267	430	33	2007.0909
1639	physiological function	-0.9086	0.123	4	200	262	21	2009.9524
1640	physiological role	-0.8951	0.0722	4	174	238	20	2005.85
1641	pi3k	-0.781	-0.4929	1	179	327	17	2010.1176
1642	pib	1.0863	0.0881	2	442	1044	50	2011.34
1643	pib pet	0.9682	-0.0113	2	178	274	13	2011.7692
1644	picalm	1.0041	0.3341	2	156	307	12	2012.6667
1645	pick	-0.0665	0.5564	3	690	2092	123	2003.3252
1646	pick body	-0.0781	0.542	3	484	1118	63	2002.1111
1647	pick disease	-0.0524	0.5314	3	363	680	39	2006.7692
1648	pid	-0.2556	0.56	3	336	722	36	2004.8056
1649	pilot study	0.4995	-0.3887	2	243	354	22	2010.1364
1650	pin1	-1.0055	0.0004	4	334	915	59	2008.7797
1651	pin1 bind	-1.0435	0.0041	4	116	210	11	2004.8182
1652	pittsburgh compound b	1.1045	0.0743	2	483	1307	57	2012.1228
1653	pka	-1.1054	-0.1023	4	302	718	40	2004.2
1654	pkc	-0.8407	-0.3509	1	254	486	31	2005.1935
1655	placebo	0.4353	-0.5259	1	389	969	49	2010.0408
1656	placebo group	0.4738	-0.5345	1	145	302	13	2011.4615
1657	plant	-0.2882	-0.4497	1	76	89	11	2011.6364
1658	plaque neurite	-0.7456	0.6069	4	110	170	12	1993.75
1659	plasma	0.8316	-0.3987	2	721	2069	130	2010.1692
1660	plasma abeta	1.2344	-0.0729	2	214	352	14	2010.0714
1661	plasma biomarker	1.1362	-0.1332	2	194	303	14	2012.9286
1662	plasma level	0.5632	-0.5045	2	276	511	30	2010.6667
1663	plasma membrane	-0.6678	0.0141	4	210	277	20	2009.3
1664	platform	0.7541	-0.3884	2	432	875	48	2011.8125
1665	play	-0.6853	-0.157	1	247	367	35	2009.8857
1666	pnfa	0.5763	0.5019	3	129	210	10	2010.4
1667	point mutation	-0.7571	0.1771	4	209	278	20	2004.75
