id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. cit. impact>	score<Perc. JASIST>	score<Perc. JOI>	score<Perc. Scientometrics>	score<Perc. USA>	score<Perc. China>	score<Perc. Belgium>	score<Perc. Netherlands>	score<Perc. OA free to read>	score<Perc. OA green>	score<Perc. OA hybrid>
523	journal citation report	-0.5514	0.598	2	221	414	42	2011.5	1.7828	0.2857	0.1429	0.5714	0.119	0.0238	0	0.2857	0.4048	0.381	0.0238
524	journal citation reports	-0.5305	0.6136	2	229	378	39	2011.3077	1.1752	0.4359	0.1538	0.4103	0.2821	0.1538	0	0.1282	0.3333	0.3077	0.0256
525	journal editor	0.205	0.6693	2	103	164	20	2012.1	1.1273	0.15	0.1	0.75	0.1	0.05	0	0.05	0.15	0.15	0
526	journal impact	-0.4298	0.6073	2	106	145	17	2011.0588	1.8003	0.2941	0.1765	0.5294	0.0588	0.1176	0.1176	0.3529	0.3529	0.2941	0.0588
527	journal impact factor	-0.4651	0.6973	2	393	965	111	2011.5225	1.6551	0.1441	0.2883	0.5676	0.1171	0.0811	0.0541	0.0901	0.2973	0.2703	0.027
528	journal level	-0.4127	0.5781	2	109	139	13	2013.1538	2.4158	0.3077	0.2308	0.4615	0.1538	0	0.0769	0.3077	0.4615	0.4615	0
529	journal paper	-0.6367	0.4052	2	121	162	18	2012.2778	1.3337	0.2222	0.1667	0.6111	0.1111	0	0.0556	0.0556	0.2222	0.2222	0
530	journal quality	-0.3493	0.6023	2	122	165	20	2011.55	0.713	0.15	0.3	0.55	0.25	0.15	0	0	0.2	0.2	0
531	journal ranking	-0.4167	0.713	2	158	242	30	2012	1.223	0.2333	0.4	0.3667	0.1667	0.1	0.1	0.0667	0.3667	0.3667	0
532	journal self citation	-0.6027	0.6985	2	72	109	14	2010.4286	0.9381	0.1429	0.3571	0.5	0.1429	0.0714	0	0.0714	0.3571	0.3571	0
533	journal title	-0.8085	0.4921	2	170	239	20	2011.7	0.9846	0.25	0.1	0.65	0.05	0.1	0.05	0.05	0.15	0.15	0
534	journals	-0.569	0.5759	2	301	524	54	2011.7963	1.1812	0.7037	0.1296	0.1667	0.2778	0.1111	0.0185	0.1296	0.2963	0.2963	0
535	judgment	1.08	0.0377	1	315	612	55	2011.7818	0.8487	0.7455	0.1091	0.1455	0.2364	0.0545	0.0364	0.1273	0.3636	0.3091	0.0545
536	june	0.1715	0.1678	2	84	92	10	2013.5	1.1426	0.4	0	0.6	0.6	0	0.1	0.2	0.2	0.1	0.1
537	key	0.6244	0.1304	1	90	104	12	2011.25	1.6774	0.5	0.25	0.25	0.4167	0.1667	0.0833	0	0.1667	0.1667	0
538	key paper	-0.1137	-0.2886	4	88	97	10	2013.8	0.8564	0.2	0	0.8	0.3	0.1	0	0.1	0.3	0.3	0
539	keyword analysis	-0.8261	-0.533	3	115	155	12	2013.8333	0.6846	0	0	1	0.0833	0.4167	0	0	0.0833	0.0833	0
540	keywords plus	-1.2546	-0.328	3	89	158	10	2013.4	2.0594	0.1	0.1	0.8	0.1	0.9	0	0	0.1	0.1	0
541	knowledge creation	0.0947	-0.5789	1	166	226	23	2012.6522	0.7776	0.3478	0.1304	0.5217	0.3043	0.1739	0	0	0.1739	0.1739	0
542	knowledge diffusion	-0.0057	-0.401	4	101	131	18	2012	0.8268	0.1667	0.0556	0.7778	0.2222	0.4444	0.1111	0	0.1111	0.1111	0
543	knowledge domain	0.2843	-0.438	4	111	145	18	2012.3889	0.8861	0.4444	0.0556	0.5	0.3889	0.3333	0	0	0.1667	0.1667	0
544	knowledge flow	-0.0498	-0.5981	4	161	226	28	2012.2143	0.8946	0.2857	0.1071	0.6071	0.1786	0.1786	0.0714	0.0714	0.2143	0.2143	0
545	knowledge management	0.4071	-0.331	1	160	213	31	2010.5161	0.68	0.6129	0.0968	0.2903	0.2258	0.1935	0	0	0.0645	0.0645	0
546	knowledge map	0.1005	-0.5045	1	91	117	11	2010.4545	1.2756	0.5455	0	0.4545	0.0909	0.2727	0	0	0	0	0
547	knowledge network	0.0111	-0.5816	4	96	122	16	2012.5	0.4196	0.1875	0.125	0.6875	0.1875	0.4375	0	0	0	0	0
548	knowledge production	-0.3636	-0.4935	4	192	272	29	2011.5517	0.8472	0.2069	0.069	0.7241	0.2759	0.0345	0.0345	0.0345	0.1379	0.1034	0.0345
549	knowledge sharing	0.8917	0.2835	1	107	139	13	2012.6154	1.2347	0.8462	0.0769	0.0769	0.5385	0.3077	0.0769	0.1538	0.0769	0.0769	0
550	knowledge structure	0.091	-0.5218	4	100	129	14	2012.5	1.0165	0.2143	0.0714	0.7143	0.0714	0.4286	0	0	0.0714	0.0714	0
551	korea	-0.4864	-0.7675	4	241	496	46	2011.5217	0.8884	0.087	0.0435	0.8696	0.1739	0	0	0.0652	0.0435	0.0217	0.0217
552	large collection	1.112	-0.3331	1	86	101	11	2011.7273	0.5138	0.7273	0.0909	0.1818	0.4545	0	0	0	0.4545	0.4545	0
553	large extent	-0.1581	0.2888	2	102	109	11	2013.1818	1.0202	0.2727	0.2727	0.4545	0.0909	0	0.1818	0.1818	0.4545	0.4545	0
554	large sample	0.1951	0.4454	2	81	87	10	2011.3	0.9549	0.5	0.2	0.3	0.2	0.1	0.1	0	0	0	0
555	largest number	-1.1629	-0.43	3	157	248	16	2012.1875	1.3895	0.1875	0	0.8125	0.1875	0.375	0	0.125	0.125	0.125	0
556	last decade	-0.689	-0.2909	3	328	533	49	2012.4898	1.401	0.1633	0.0816	0.7551	0.1633	0.2041	0	0.0816	0.1837	0.1633	0.0204
557	last few year	-0.8651	0.4585	3	153	203	19	2011.7895	1.7766	0.1579	0.1579	0.6842	0.0526	0	0.0526	0.0526	0.2632	0.2632	0
558	latent dirichlet allocation	0.5148	-0.4582	1	91	119	13	2013.8462	0.8902	0.6154	0.1538	0.2308	0.6154	0.6154	0	0.0769	0.1538	0.1538	0
559	latent semantic analysis	0.6596	-0.4995	1	94	120	12	2010.9167	0.4954	0.6667	0.1667	0.1667	0.1667	0.0833	0.0833	0.0833	0.25	0.25	0
560	latin america	-0.9331	-0.4913	3	118	184	15	2011.9333	0.9012	0.1333	0.0667	0.8	0.0667	0.1333	0	0	0.4	0.3333	0.0667
561	layer	0.4949	-0.1966	1	130	176	20	2012.15	0.7954	0.6	0.15	0.25	0.55	0.2	0.05	0.3	0.25	0.25	0
562	lda	0.5159	-0.4599	1	89	119	13	2014.1538	1.0325	0.4615	0.2308	0.3077	0.6154	0.5385	0	0.0769	0.1538	0.1538	0
563	learning	0.9241	-0.216	1	340	677	72	2011.9306	0.655	0.7917	0.0417	0.1667	0.3194	0.2083	0.0278	0.0139	0.1806	0.1667	0.0139
564	leiden ranking	-0.3376	0.4128	2	80	132	15	2014	2.6033	0.4667	0.1333	0.4	0	0	0	0.2667	0.6667	0.5333	0.1333
565	lesser extent	-0.9055	0.1272	3	91	108	10	2012.8	0.8989	0.3	0	0.7	0.1	0	0.1	0.1	0.4	0.4	0
566	lesson	0.8705	0.0929	1	114	135	16	2011.5	0.6944	0.5	0	0.5	0.125	0	0	0.0625	0.3125	0.3125	0
567	letter	-0.0165	0.3201	2	144	191	24	2012	0.5108	0.2917	0.0417	0.6667	0.0417	0.0833	0.0833	0.0833	0.1667	0.1667	0
568	leverage	0.6812	-0.3339	1	104	135	12	2012.6667	0.6741	0.75	0	0.25	0.5833	0.1667	0.1667	0	0.3333	0.3333	0
569	leydesdorff	-0.0434	0.5556	2	93	117	18	2011.8333	1.3253	0.2778	0.2778	0.4444	0.0556	0	0.2222	0.4444	0.5	0.3889	0.1111
570	librarian	0.6047	0.3725	1	242	375	39	2011.4615	0.892	0.7692	0.0513	0.1795	0.5897	0.1026	0.0256	0.0256	0.2308	0.2051	0.0256
571	library science	-0.2684	0.5001	2	164	236	27	2013.037	1.26	0.2593	0.0741	0.6667	0.1481	0.1111	0	0.1111	0.1481	0.1481	0
572	likelihood	0.7779	0.1746	1	140	192	23	2013.2174	0.7451	0.6087	0.0435	0.3478	0.4783	0.087	0.0435	0.0435	0.2174	0.2174	0
573	linguistic	0.3964	-0.1148	1	157	214	21	2011.6667	0.6941	0.619	0.0476	0.3333	0.2381	0.0476	0.0476	0	0.2381	0.2381	0
574	link analysis	0.4395	-0.5449	1	110	155	15	2010.4	0.4439	0.3333	0.0667	0.6	0.1333	0.2667	0	0.0667	0.3333	0.3333	0
575	linkage	-0.2812	-0.7132	4	311	560	57	2011.807	0.9494	0.1404	0.0877	0.7719	0.1754	0.1404	0.0702	0.0877	0.1228	0.1053	0.0175
576	lis	0.0673	-0.0577	4	309	508	53	2012.3208	1.1605	0.5283	0.0943	0.3774	0.3585	0.2453	0	0.0377	0.1887	0.1887	0
577	literature review	0.5432	0.1041	1	183	247	25	2012.4	1.4842	0.6	0.08	0.32	0.44	0.08	0.04	0.04	0.16	0.12	0.04
578	little research	1.2396	-0.0446	1	135	176	16	2011.6875	0.7665	0.8125	0	0.1875	0.375	0.125	0	0	0.1875	0.1875	0
579	log	1.3143	-0.0717	1	171	336	34	2010.7059	0.6694	0.8529	0.0588	0.0882	0.3529	0.0882	0.0294	0.0882	0.4118	0.4118	0
580	long time	-0.3867	0.5225	2	85	95	12	2013.4167	0.9899	0.0833	0.0833	0.8333	0.0833	0.5833	0	0	0.3333	0.3333	0
581	longitudinal analysis	-0.3471	-0.1164	2	93	113	14	2012.1429	0.9697	0.2857	0.0714	0.6429	0.2143	0.1429	0	0.0714	0.2143	0.1429	0.0714
582	lotka	-0.2893	0.1276	2	203	311	31	2010.8387	0.6306	0.1935	0.1935	0.6129	0.129	0.0968	0.1935	0.0323	0.1613	0.1613	0
583	low level	-0.6403	0.182	2	116	139	14	2012.8571	0.9553	0.3571	0	0.6429	0.2857	0.1429	0	0.1429	0.2857	0.2857	0
584	machine	0.8266	-0.3926	1	267	504	56	2012.7679	1.0605	0.6786	0.0714	0.25	0.5357	0.0893	0.0179	0.0714	0.1607	0.0893	0.0714
585	machine learning	0.8127	-0.4088	1	145	221	24	2012.5417	1.6987	0.625	0.0833	0.2917	0.25	0	0	0.0833	0.3333	0.3333	0
586	macro level	-0.3043	-0.439	4	135	209	19	2012.6316	0.9834	0.1053	0.3158	0.5789	0.2105	0.2632	0.1053	0.1053	0.1579	0.1053	0.0526
587	magnitude	-0.393	0.3908	2	164	204	25	2012.84	1.1962	0.28	0.24	0.48	0.16	0.04	0	0.08	0.2	0.2	0
588	main aim	-0.6019	-0.5168	3	96	112	12	2013.3333	0.5667	0.0833	0.0833	0.8333	0.1667	0.0833	0	0.0833	0.5	0.4167	0.0833
589	main contribution	0.5554	0.5488	1	105	131	13	2012.6923	0.9411	0.6154	0.1538	0.2308	0.0769	0	0	0.1538	0.3077	0.3077	0
590	main path	0.0356	-0.4104	4	60	84	11	2013.6364	1.0265	0.3636	0.1818	0.4545	0.0909	0.1818	0	0.0909	0.0909	0.0909	0
591	main path analysis	0.0364	-0.4089	4	73	110	14	2013.8571	0.8317	0.3571	0.0714	0.5714	0.0714	0.1429	0	0.1429	0.0714	0	0.0714
592	main purpose	-0.5176	-0.414	3	104	135	11	2011.9091	0.6575	0.1818	0.0909	0.7273	0.0909	0.2727	0	0	0.0909	0.0909	0
593	main result	-0.1874	-0.1981	4	113	136	13	2013.4615	1.9842	0.2308	0.0769	0.6923	0.1538	0.2308	0	0.3077	0.3077	0.3077	0
594	mainland china	-0.6653	0.109	2	79	101	12	2013.0833	0.5769	0.1667	0	0.8333	0	1	0	0	0.0833	0	0.0833
595	mainstream	-0.3005	-0.2252	3	94	118	12	2012.6667	1.4607	0.0833	0	0.9167	0.1667	0.5833	0.0833	0	0.1667	0.1667	0
596	maintenance	0.9952	0.2071	1	110	142	14	2012.7143	0.8892	0.6429	0.0714	0.2857	0.4286	0	0	0.0714	0.2143	0.2143	0
597	major finding	0.7765	0.4355	1	116	130	10	2011	1.2085	0.7	0	0.3	0.5	0.2	0	0	0.2	0.1	0.1
598	major journal	-1.2558	-0.2291	3	91	149	12	2013.6667	0.9539	0	0	1	0.0833	0.8333	0	0	0.0833	0.0833	0
599	malaysia	-1.1207	-0.3024	3	140	237	19	2012.0526	0.7812	0.0526	0.1053	0.8421	0	0	0	0	0.3158	0.2105	0.1053
600	man	-0.1459	0.0217	2	202	369	42	2011.7619	0.9202	0.2381	0.0952	0.6667	0.2619	0.0238	0	0.0238	0.1429	0.1429	0
601	management journal	-0.4897	0.3198	2	97	116	14	2013.9286	0.9188	0.1429	0.0714	0.7857	0.1429	0.3571	0	0	0.2143	0.1429	0.0714
602	manifestation	0.1335	0.0893	2	103	129	15	2011.2	1.3307	0.5333	0.0667	0.4	0.3333	0.2	0	0.1333	0.2667	0.2	0.0667
603	manipulation	0.0933	0.6294	2	166	227	27	2011.5926	1.228	0.4444	0.0741	0.4815	0.1481	0.1852	0.037	0.0741	0.2222	0.2222	0
604	manner	0.6104	-0.3156	1	316	512	56	2012.3571	0.9493	0.5714	0.125	0.3036	0.2143	0.1607	0.0893	0.0357	0.2679	0.2143	0.0536
605	manuscript	0.1786	0.6648	2	283	603	70	2012.1571	0.9452	0.2286	0.1571	0.6143	0.1571	0.0429	0.0286	0.0143	0.3429	0.3286	0.0143
606	many citation	-0.2994	0.389	2	94	107	12	2010.75	1.405	0.4167	0.1667	0.4167	0.1667	0	0	0	0.4167	0.3333	0.0833
607	many researcher	0.8394	0.058	1	83	88	10	2012.9	1.2175	0.5	0	0.5	0.2	0.1	0	0	0.1	0.1	0
608	many year	-0.2951	0.725	2	95	109	11	2011	1.5048	0.0909	0.2727	0.6364	0.0909	0.0909	0	0.1818	0.1818	0.0909	0.0909
609	master	-0.025	0.0918	2	103	126	12	2012.8333	0.4727	0.3333	0.0833	0.5833	0.25	0.0833	0	0.0833	0	0	0
610	match	0.5236	-0.1283	1	119	154	15	2012.1333	1.1714	0.7333	0.0667	0.2	0.3333	0.1333	0.2667	0.1333	0.3333	0.3333	0
611	materials science	-1.1283	-0.1191	3	134	200	17	2012.3529	1.3066	0.1176	0.2941	0.5882	0.2941	0.1765	0	0.2353	0.4706	0.4706	0
612	mathematic	-0.7071	0.1274	3	310	512	55	2012.1818	1.4349	0.2727	0.0909	0.6364	0.2545	0.2182	0.0727	0.0909	0.2909	0.2545	0.0364
613	mathematical model	0.0038	0.379	2	65	75	11	2012.7273	0.3917	0.3636	0.2727	0.3636	0.5455	0.0909	0.0909	0.0909	0.2727	0.1818	0.0909
614	mathematics	-0.8994	0.173	3	175	248	22	2012.5909	1.058	0.2273	0.1364	0.6364	0.3182	0.1818	0	0.0455	0.0909	0.0909	0
615	matrix	0.2205	-0.3216	4	351	670	77	2011.5974	1.1258	0.3896	0.1429	0.4675	0.1948	0.2857	0.1818	0.2078	0.3377	0.3117	0.026
616	matthew effect	-0.5707	0.3466	2	136	180	23	2012.4783	0.8966	0.2174	0.2609	0.5217	0.1739	0.1739	0.087	0.087	0.2609	0.2609	0
617	maximum number	-0.2427	0.7258	2	74	100	10	2011.8	0.839	0	0.3	0.7	0.1	0	0	0	0.2	0	0.2
618	mds	0.4064	-0.5491	1	107	149	16	2010	0.8484	0.4375	0	0.5625	0.0625	0.0625	0	0.125	0.25	0.25	0
619	mean citation	-0.6503	0.5008	2	92	122	13	2012.8462	2.1465	0.3077	0.3077	0.3846	0.0769	0	0	0.0769	0.4615	0.4615	0
620	mean citation rate	-0.7984	0.4403	2	99	128	13	2010.3077	1.3892	0.2308	0.3077	0.4615	0.3077	0	0.0769	0	0.3077	0.3077	0
621	mean number	-0.3807	0.6427	2	93	115	13	2011.3077	1.52	0.3077	0.0769	0.6154	0.1538	0.1538	0	0	0.3077	0.3077	0
622	mean value	-0.7185	0.6256	2	101	126	11	2011.8182	1.4403	0.1818	0.0909	0.7273	0.2727	0.0909	0	0	0.4545	0.3636	0.0909
623	meaning	0.5721	-0.1504	1	332	605	74	2011.9595	0.6843	0.6351	0.0811	0.2838	0.3108	0.1892	0.0676	0.1486	0.3108	0.2838	0.027
624	median	-0.5337	0.5339	2	206	288	28	2011.4286	1.9095	0.3214	0.0714	0.6071	0.2143	0	0.0357	0.0714	0.1786	0.1786	0
625	median number	-0.0483	0.3974	2	86	103	12	2010.3333	0.8691	0.1667	0.1667	0.6667	0.25	0	0.0833	0	0.1667	0.1667	0
626	mediation	0.951	0.0797	1	98	125	14	2012	1.3281	0.9286	0.0714	0	0.6429	0	0	0.1429	0.1429	0.1429	0
627	medical research	-0.8633	-0.3148	3	101	134	13	2013	1.8027	0.2308	0	0.7692	0.0769	0.1538	0	0.0769	0.1538	0.1538	0
628	medical science	-0.6315	0.0094	3	115	158	18	2012.4444	0.9862	0.2778	0	0.7222	0.2778	0	0.0556	0	0.2222	0.1667	0.0556
629	medicine	-0.7648	0.1239	3	522	1242	117	2012.453	1.011	0.2821	0.1026	0.6154	0.1966	0.1368	0.0342	0.0256	0.2137	0.1795	0.0342
630	medium	0.6707	0.1993	1	357	669	70	2011.8	0.6131	0.6143	0.0429	0.3429	0.3714	0.0857	0.0143	0.0571	0.2286	0.2143	0.0143
631	mendeley	0.0942	0.7134	2	143	257	29	2014.9655	3.9195	0.2414	0.3103	0.4483	0.1034	0.0345	0	0.069	0.3793	0.3793	0
632	merit	-0.2307	0.5233	2	176	236	30	2011.3667	1.1492	0.2333	0.2	0.5667	0.1	0.0667	0.0667	0.0667	0.3	0.2333	0.0667
633	mesh	1.0907	-0.3006	1	98	134	14	2012.5714	0.7746	0.7857	0	0.2143	0.3571	0.0714	0.0714	0.2857	0.3571	0.2857	0.0714
634	message	0.98	-0.0302	1	230	485	45	2012.2889	1.2417	0.8889	0.0667	0.0444	0.4444	0.1111	0	0.0222	0.2444	0.2444	0
635	metadata	0.8671	-0.3083	1	288	544	55	2012.2909	0.7092	0.7455	0.0545	0.2	0.5273	0.0727	0.0545	0.0545	0.2364	0.1818	0.0545
636	mexico	-1.0153	-0.0578	3	110	148	13	2014.2308	0.8163	0.1538	0	0.8462	0	0.0769	0	0	0.2308	0.1538	0.0769
637	micro level	-0.3586	0.2935	2	106	128	15	2010.9333	1.9788	0.3333	0.2	0.4667	0.1333	0.2667	0.1333	0.1333	0.2667	0.2667	0
638	million	0.8187	-0.1532	1	122	175	17	2012	1.3	0.6471	0.0588	0.2941	0.4706	0.0588	0	0	0.4706	0.4706	0
639	mind	0.9455	-0.0029	1	119	145	16	2012.6875	1.1354	0.625	0.0625	0.3125	0.375	0.0625	0	0	0.3125	0.3125	0
640	mixture	0.9668	-0.3018	1	98	114	12	2013.3333	0.6219	0.5833	0.0833	0.3333	0.4167	0.1667	0.0833	0.0833	0.4167	0.4167	0
641	mncs	-0.4287	0.483	2	71	90	12	2014.1667	2.9153	0.0833	0.75	0.1667	0.0833	0	0.0833	0.25	0.5833	0.5833	0
642	mobile device	1.3263	0.14	1	80	123	10	2012.8	0.9046	1	0	0	0	0.2	0	0	0.3	0.2	0.1
643	mobility	-0.7838	-0.2301	3	168	262	28	2012.2143	1.0073	0.0714	0.0357	0.8929	0.0357	0.0357	0.0714	0.2143	0.3214	0.2857	0.0357
644	modification	0.5218	0.3932	1	181	294	32	2011.4688	1.1482	0.4062	0.25	0.3438	0.2188	0.125	0.0625	0.0938	0.3438	0.3438	0
645	molecular biology	-1.0342	0.0012	3	182	266	23	2012.6957	1.2728	0.2174	0.0435	0.7391	0.087	0.1739	0.0435	0	0.1739	0.1739	0
646	monograph	-0.8617	0.29	3	117	175	19	2013.3158	1.2787	0.3158	0.1053	0.5789	0	0	0.2105	0.1579	0.1579	0.0526	0.1053
647	more citation	-0.6884	0.4683	2	206	297	34	2012.8529	1.0519	0.2353	0.1471	0.6176	0.1176	0.1176	0.0588	0.0294	0.1765	0.1471	0.0294
648	more information	0.6141	-0.083	1	92	117	12	2011.75	0.8742	0.5833	0.1667	0.25	0.3333	0.25	0	0	0.4167	0.4167	0
649	more time	0.6505	0.3926	1	142	187	17	2011.8824	1.2218	0.6471	0.1176	0.2353	0.2353	0.1176	0.0588	0.1765	0.1765	0.1176	0.0588
650	motivation	0.8726	0.3729	1	351	736	71	2012.5775	1.5264	0.7746	0.0423	0.1831	0.3662	0.0986	0.0423	0.0423	0.2817	0.1972	0.0845
651	multi	-0.0393	0.1513	2	82	92	11	2010.1818	0.6441	0.0909	0.2727	0.6364	0.0909	0.1818	0.1818	0.0909	0.0909	0.0909	0
652	multidimensional scaling	0.4052	-0.5423	1	156	240	28	2011.3214	0.9521	0.5357	0.0357	0.4286	0.3929	0.1786	0	0.1071	0.2143	0.2143	0
653	museum	0.8982	-0.1163	1	109	164	18	2011.8889	1.0587	0.7778	0.1111	0.1111	0.5556	0	0	0.0556	0.2778	0.2778	0
654	mutual information	-0.2937	-0.5642	3	93	139	14	2012.2857	1.2838	0.6429	0.0714	0.2857	0.1429	0.0714	0.0714	0.6429	0.5	0.5	0
655	nanoscience	-0.3625	-0.4121	4	145	210	22	2011.9091	1.2638	0.2273	0.0455	0.7273	0.2273	0.0909	0.0909	0.0455	0.1364	0.1364	0
656	nanotechnology	-0.5788	-0.6427	3	363	843	76	2011.4211	1.4735	0.1447	0.0658	0.7895	0.2763	0.2368	0.0658	0.1447	0.2368	0.1974	0.0395
657	nanotechnology research	-0.8328	-0.6299	3	109	152	12	2012.4167	1.4713	0.0833	0	0.9167	0.5	0	0	0	0.3333	0.3333	0
658	nation	-0.8168	-0.3536	3	461	1316	109	2011.8991	1.2834	0.156	0.1468	0.6972	0.2294	0.1835	0.0183	0.1376	0.211	0.1927	0.0183
659	national	-0.6596	-0.4456	3	100	127	11	2012.9091	2.1295	0.4545	0.1818	0.3636	0.1818	0	0	0.2727	0.2727	0.2727	0
660	national collaboration	-1.0144	-0.4812	3	140	210	16	2013.3125	1.519	0.125	0.0625	0.8125	0.0625	0.25	0	0.0625	0.125	0.125	0
661	national level	-0.6987	-0.4323	3	156	247	26	2012.0769	1.237	0.1923	0.1923	0.6154	0.0769	0.1923	0.0385	0.2308	0.2308	0.1923	0.0385
662	national research system	-0.7434	-0.4398	3	75	93	10	2011.4	1.7585	0.1	0.3	0.6	0	0	0	0.1	0.2	0.1	0.1
663	nationality	-0.2205	0.0406	2	72	82	10	2011.1	0.8386	0.2	0.1	0.7	0.3	0	0	0	0.1	0.1	0
664	natural language	0.9767	-0.3236	1	110	165	15	2011.1333	0.3954	0.9333	0	0.0667	0.4	0	0	0.0667	0.1333	0.1333	0
665	natural language processing	0.8275	-0.4431	1	128	195	19	2011.5789	1.162	0.6842	0	0.3158	0.3684	0.0526	0	0	0.2632	0.2632	0
666	natural science	-0.6875	0.0652	3	294	521	55	2013.2182	1.9023	0.1455	0.0909	0.7636	0.2	0.1636	0.0364	0.0364	0.3091	0.2727	0.0364
667	navigation	1.0536	0.0537	1	147	201	20	2010.75	0.4564	0.9	0.05	0.05	0.4	0.15	0.05	0	0.2	0.15	0.05
668	near future	-1.1107	-0.3266	3	89	113	10	2013	3.1533	0.3	0	0.7	0.1	0.4	0	0	0.1	0.1	0
669	negative effect	-0.2001	-0.3512	4	130	166	17	2012.7059	1.1445	0.3529	0.1176	0.5294	0.1176	0.2353	0	0.0588	0.1176	0.0588	0.0588
670	negative impact	-0.2669	-0.1452	2	123	149	14	2013.0714	0.615	0.2857	0.2143	0.5	0.1429	0.1429	0	0	0	0	0
671	netherlands	-1.1668	-0.2295	3	176	301	22	2012.0909	0.7547	0.1364	0.0455	0.8182	0.0455	0.1364	0	0.3636	0.1818	0.1818	0
672	network structure	-0.2082	-0.4092	4	260	429	44	2012.5455	0.9388	0.1818	0.0909	0.7273	0.2045	0.2727	0	0.0682	0.2727	0.25	0.0227
673	neuroscience	-0.7321	-0.3037	3	161	195	14	2012.8571	1.1443	0.2143	0	0.7857	0.1429	0.2143	0	0	0.1429	0.1429	0
674	new idea	0.1074	0.1935	2	78	86	11	2011.0909	1.0684	0.3636	0.1818	0.4545	0.2727	0.0909	0	0	0.2727	0.2727	0
675	new index	-0.2478	0.6152	2	180	295	34	2011.6471	2.0102	0.2059	0.2353	0.5588	0.1471	0.1471	0.0294	0.0294	0.2941	0.2941	0
676	new indicator	-0.5231	0.4702	2	221	343	40	2011.3	1.6293	0.075	0.175	0.75	0.1	0.125	0.075	0.1	0.225	0.225	0
677	new measure	-0.2031	-0.0473	2	126	154	20	2011.05	1.0016	0.25	0.3	0.45	0.2	0.25	0	0.05	0.25	0.25	0
678	new medium	0.8202	0.2851	1	109	137	11	2012.8182	1.6402	0.9091	0	0.0909	0.3636	0.3636	0	0	0.3636	0.2727	0.0909
679	new methodology	-0.0225	0.4932	2	66	71	10	2011.3	2.1248	0.3	0.2	0.5	0.2	0	0	0.3	0.6	0.5	0.1
680	new technology	0.1302	-0.2509	4	105	136	16	2011.25	0.771	0.5	0.0625	0.4375	0.4375	0	0	0.25	0.1875	0.125	0.0625
681	news	0.9568	-0.1642	1	195	317	28	2012.2857	0.9269	0.8214	0	0.1786	0.2857	0.1786	0	0	0.3214	0.3214	0
682	nobel laureate	-0.3801	0.3186	2	66	91	12	2014.5	0.9572	0.3333	0.1667	0.5	0.0833	0.25	0.1667	0	0.1667	0	0.1667
683	nobel prize	-0.5041	0.2294	2	134	194	21	2013.0476	1.0946	0.2857	0.1429	0.5714	0.1429	0.2381	0	0	0.1429	0.0952	0.0476
684	nobel prize winner	-0.7759	0.255	2	81	113	11	2012.4545	1.5353	0.2727	0.2727	0.4545	0.0909	0.2727	0.0909	0	0.0909	0.0909	0
685	node	-0.0269	-0.3626	4	367	716	79	2012.4304	0.9939	0.2532	0.2658	0.481	0.2025	0.3165	0.1139	0.0633	0.3165	0.2911	0.0253
686	noise	0.269	-0.5109	4	131	173	20	2012.1	1.0055	0.6	0.05	0.35	0.35	0.15	0.05	0.1	0.35	0.3	0.05
687	non patent reference	-0.2537	-0.8532	4	73	100	11	2010.8182	0.6047	0	0.0909	0.9091	0	0.0909	0.1818	0	0.1818	0.1818	0
688	norm	0.4444	0.3229	1	231	356	39	2011.8974	1.2224	0.6154	0.0769	0.3077	0.359	0	0.0769	0.0769	0.2564	0.2308	0.0256
689	normalization	-0.3128	0.5579	2	332	614	66	2012.197	2.4106	0.3182	0.303	0.3788	0.1212	0.0758	0.0303	0.303	0.4848	0.4242	0.0606
690	north america	-1.0827	-0.5091	3	192	341	23	2012.3913	0.9273	0.1304	0.0435	0.8261	0.1739	0.4348	0	0.087	0.2609	0.2174	0.0435
691	norway	-0.805	-0.1975	3	109	133	15	2011.6667	1.0653	0.2667	0.0667	0.6667	0	0	0.1333	0.0667	0.2	0.0667	0.1333
692	novel	0.4888	-0.4073	1	189	253	26	2012.8462	0.7913	0.5385	0.1154	0.3462	0.2692	0.2692	0.0385	0	0.1538	0.1538	0
693	novel approach	0.7767	-0.5519	1	131	162	20	2012.2	1.1475	0.7	0.1	0.2	0.3	0.15	0	0.05	0.3	0.3	0
694	novel method	0.5317	-0.2693	1	136	171	22	2012.5	0.4777	0.4545	0.2273	0.3182	0.3182	0.1364	0	0.0909	0.2273	0.1818	0.0455
695	novelty	0.6891	-0.5263	1	140	185	22	2012.1818	1.8006	0.4091	0.0455	0.5455	0.2273	0.0455	0.0909	0.1364	0.3636	0.3182	0.0455
696	oa journal	-0.6321	0.6595	2	90	162	17	2013.4118	1.9533	0.5294	0.1176	0.3529	0.2353	0.0588	0	0	0.3529	0.2941	0.0588
697	object	0.7411	-0.1781	1	408	947	103	2011.2039	0.8772	0.5728	0.0777	0.3495	0.3592	0.165	0.0194	0.0291	0.1748	0.165	0.0097
698	online community	1.1388	0.2393	1	116	160	15	2011.8667	1.0336	0.9333	0.0667	0	0.5333	0.2	0	0	0.1333	0.1333	0
